"id","safra","y","VAR_1","VAR_2","VAR_3","VAR_4","VAR_5","VAR_6","VAR_7","VAR_8","VAR_9","VAR_10","VAR_11","VAR_12","VAR_13","VAR_14","VAR_15","VAR_16","VAR_17","VAR_18","VAR_19","VAR_20","VAR_21","VAR_22","VAR_23","VAR_24","VAR_25","VAR_26","VAR_27","VAR_28","VAR_29","VAR_30","VAR_31","VAR_32","VAR_33","VAR_34","VAR_35","VAR_36","VAR_37","VAR_38","VAR_39","VAR_40","VAR_41","VAR_42","VAR_43","VAR_44","VAR_45","VAR_46","VAR_47","VAR_48","VAR_49","VAR_50","VAR_51","VAR_52","VAR_53","VAR_54","VAR_55","VAR_56","VAR_57","VAR_58","VAR_59","VAR_60","VAR_61","VAR_62","VAR_63","VAR_64","VAR_65","VAR_66","VAR_67","VAR_68","VAR_69","VAR_70","VAR_71","VAR_72","VAR_73","VAR_74","VAR_75","VAR_76","VAR_77","VAR_78"
3363,"201411",0,0,0,0,0,32.66,2795,15.99,10.58,500,785,108.77,662,74.77,NA,93.35,200,NA,124,44,5,1564,45,176.89,123.85,11,NA,NA,11,NA,500,24,0.133832912727673,1,74.06,1069.14,NA,NA,79.99,361,12,NA,NA,37,12,536.87,NA,279.92,NA,NA,NA,NA,811.62,NA,500,NA,NA,52,92,590.74,0.156301087833759,NA,3344,NA,0,93.49,50,NA,NA,1148.29,NA,NA,-36,NA,NA,NA,613.74,355.57,NA
3364,"201408",0,NA,NA,NA,NA,NA,2136,NA,NA,2000,NA,NA,92,NA,1178,NA,0,3500,6,6,12,174,10,NA,NA,0,822,NA,1,4,2000,0,0.133832912727673,4,NA,NA,0,4,NA,NA,3,0,4,6,3,NA,4,0,4,8.2,229.598571428571,293,NA,8100,2000,222.21,204.97,38,NA,NA,-0.231735369185606,0,418,248.07,0,NA,NA,-1124,2,NA,0,0,1117,0,0,409.94,NA,NA,0
3365,"201405",0,6,0,0,0,NA,196,31.98,81.93,500,NA,89.85,NA,NA,NA,NA,NA,NA,NA,0,6,NA,0,NA,NA,0,NA,NA,0,NA,500,NA,0.0571981886428283,0,819.3,703.54,NA,NA,159.93,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,500,500,NA,NA,41,NA,NA,-0.133343746407103,NA,NA,NA,1,329.71,NA,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA
3366,"201404",1,3,0,0,0,NA,2291,NA,NA,2000,NA,52.01,465,NA,1119,123.63,6,1128.18,40,22,12,685,23,NA,NA,11,749,210,12,7,2000,0,0.133832912727673,1,NA,364.07,0,7,NA,NA,2,2.84,24,20,5,NA,31,0,7,11.36,142.11,278,901.55,6924.54,2800,142.11,142.11,46,NA,0,-0.016208722718011,NA,836,NA,0,1003.46,NA,-57,4,NA,27.72,0,12,0,4,426.33,67.6,NA,4
3367,"201405",0,0,0,0,0,32.95,3842,38.48,25.99,700,428,39.63,130,66.02,182,NA,56,527.33,93,48,4,1550,62,169.07,57.91,5,0,NA,7,8,1227.33,16,0.133832912727673,14,25.99,103.93,NA,8,153.92,207,8,2.96,8,5,9,208.04,8,0,8,5.92,147.82,182,NA,1754.66,700,NA,147.82,31,56,37.8,-0.411786729965823,NA,418,NA,0,827.11,18,NA,7,434.8,NA,0,8,0,0,147.82,78.57,0,0
3368,"201412",1,0,0,0,0,NA,803,NA,NA,1500,64,NA,NA,NA,450,NA,NA,3000,NA,0,12,NA,0,66.68,NA,0,170,NA,0,0,1500,NA,0.133832912727673,0,NA,NA,0,0,NA,NA,2,0,0,NA,3,NA,0,NA,0,NA,272.19,450,NA,3000,1500,272.19,272.19,60,NA,25.89,0.357323965312407,0,NA,272.19,0,NA,3,-308,0,66.68,0,0,757,0,0,1088.76,0,0,0
3369,"201401",0,0,0,0,0,38.61,1371,NA,74.72,500,29,17.68,268,NA,323,19.9,6,NA,NA,0,12,NA,0,29.99,270.27,2,158,NA,3,-14,500,6,0.133832912727673,0,504.46,123.76,0,-14,NA,NA,4,0,-14,9,6,NA,-14,0,-16,NA,148.95,323,159.2,1000,800,148.95,148.95,22,190,NA,-0.690749137734589,0,NA,148.95,0,35.54,1,-461,-16,29.99,NA,0,-47,0,0,1042.65,NA,0,0
3370,"201405",0,0,0,0,0,41.18,2582,NA,46.49,700,NA,NA,NA,35.85,237,102.88,12,1000,17,19,10,390,23,NA,288.26,0,57,NA,0,1,1200,NA,0.133832912727673,4,92.98,NA,2.9,1,NA,176,0,0,1,NA,0,270.93,1,0,1,0,144.86,237,411.52,1700,700,144.86,144.86,60,198,NA,0.357323965312407,NA,NA,NA,1,2007.02,NA,-24,1,NA,NA,0,55,0,0,579.44,NA,NA,0
3371,"201405",0,0,0,0,0,164.36,498,53.99,142.1,1200,NA,69.99,NA,37.78,262,199.97,NA,4500,NA,0,10,NA,0,NA,508.36,0,24,NA,0,0,2200,NA,0.090634138151029,0,674.8,139.98,0,0,215.97,166,0,0,0,NA,0,264.46,0,NA,-35,0,210.25,262,199.97,3200,2700,210.25,210.25,58,446,NA,0.357323965312407,NA,NA,NA,1,2106.05,NA,-420,-35,NA,NA,0,-83,0,0,630.75,NA,NA,0
3372,"201405",0,46,0,0,1,59.98,4343,86.06,20.79,2000,677,NA,764,104.76,231,23.35,270,1000,254,89,12,4987,92,139.89,299.9,11,0,705,12,-7,6000,102,0.133832912727673,3,103.96,NA,0,-7,584.78,377,8,NA,-7,41,12,383.87,-7,0,-7,0,175.7,231,113.51,4000,2000,175.7,175.7,50,299,337.26,0.156301087833759,NA,1254,NA,0,3669.41,31,-68,-9,791.26,NA,0,78,0,0,NA,695.33,108.54,0
3373,"201406",0,0,0,0,0,37.81,2165,18.66,NA,3000,539,NA,433,NA,NA,NA,86,NA,33,21,12,918,23,125.36,302.48,7,NA,NA,7,NA,3000,16,0.133832912727673,2,NA,NA,NA,NA,55.98,NA,11,NA,NA,14,12,NA,NA,99.95,NA,NA,NA,NA,NA,3000,3000,NA,NA,49,201,115.71,0.079926420595367,NA,836,NA,0,NA,24,NA,NA,599.1,NA,NA,265,NA,NA,NA,93.01,55.23,NA
3374,"201407",0,0,0,0,0,45.79,498,86.19,79.55,1000,NA,69.91,NA,43.84,276,81.52,NA,1356.86,NA,0,12,NA,0,NA,120.9,0,0,NA,0,4,1983.22,17,0.090634138151029,0,274.92,286.51,0,4,414.72,223,0,3.58,4,NA,0,350.72,4,NA,4,3.58,89.65,276,305.77,3709.8,1738.65,89.65,89.65,22,119,15.69,-0.690749137734589,NA,NA,NA,1,14.59,NA,-1,4,NA,NA,0,31,0,0,179.3,31.38,NA,0
3375,"201405",0,24,0,0,0,39.98,3146,NA,NA,1412.23,171,115.13,351,57.47,NA,NA,61,NA,28,21,12,938,28,104.92,119.96,10,NA,95,12,NA,1412.23,3,0.133832912727673,7,NA,865.76,NA,NA,NA,233,10,NA,NA,9,12,302.56,NA,0,NA,NA,NA,NA,NA,1412.23,1412.23,NA,NA,60,119,216.79,0.357323965312407,NA,NA,NA,0,0,10,NA,NA,194.79,NA,NA,69,NA,NA,NA,240.62,20.89,NA
3376,"201404",0,0,0,0,0,17.65,375,NA,18.25,300,NA,10.19,NA,NA,NA,37.86,NA,NA,NA,0,10,NA,0,NA,61.97,0,NA,NA,0,NA,300,NA,0.090634138151029,0,97.9,71.33,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,343.08,300,300,NA,NA,78,60,NA,0.721630021341369,NA,NA,NA,1,1317.11,NA,NA,NA,NA,NA,NA,-61,NA,NA,NA,NA,NA,NA
3377,"201404",0,0,0,0,0,246.36,4146,73.98,118.49,3000,614,158.45,772,136.28,NA,39.99,145,3000,82,48,10,3604,54,202.12,848.33,10,NA,NA,12,NA,5574.01,47,0.133832912727673,6,341.92,439.83,NA,NA,255.95,496,11,NA,NA,26,12,498.83,NA,469.71,NA,NA,NA,NA,79.99,3000,6000,NA,NA,42,740,585.26,-0.0737564789495467,NA,1672,NA,0,5183.27,16,NA,NA,618.75,NA,NA,41,NA,NA,NA,630.05,0,NA
3378,"201412",0,18,0,0,0,49.97,1813,NA,25.98,1033.78,199,NA,629,103.4,NA,95.63,127,NA,28,11,12,730,12,78.13,149.94,9,NA,799,12,NA,1033.78,29,0.133832912727673,1,51.96,NA,NA,NA,NA,251,10,NA,NA,27,12,288.96,NA,0,NA,NA,NA,NA,216.93,NA,1033.78,NA,NA,78,148,259.5,0.721630021341369,NA,418,NA,0,NA,5,NA,NA,200.92,NA,NA,30,NA,NA,NA,211.94,0,NA
3379,"201408",1,28,0,0,0,40.39,368,130.71,NA,1922.76,NA,NA,NA,NA,NA,86.56,NA,NA,NA,0,12,NA,0,NA,201.95,0,NA,194,0,NA,1922.76,NA,0.090634138151029,0,NA,NA,NA,NA,612.95,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,402.87,1922.76,1922.76,NA,NA,51,201,NA,0.156301087833759,NA,NA,NA,1,2075.48,NA,NA,NA,NA,NA,NA,195,NA,NA,NA,NA,NA,NA
3380,"201401",0,NA,NA,NA,NA,NA,1287,NA,NA,1000,90,NA,373,NA,637,NA,0,1000,NA,0,12,NA,0,45.49,NA,5,357,NA,6,10,1000,0,0.133832912727673,0,NA,NA,0,-7,NA,NA,5,0,10,7,5,NA,10,0,-7,0,272.19,357,NA,2000,1362.32,272.19,272.19,65,NA,NA,0.534878115446101,5.44,NA,197.052,0,NA,4,-291,-8,90.99,0,0,986,0,0,816.57,NA,0,0
3381,"201403",0,34,0,0,1,32.95,454,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,12,NA,0,NA,230.65,0,NA,227,0,NA,1000,NA,0.090634138151029,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1000,1000,NA,NA,35,149,NA,-0.30845333657335,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,392,NA,NA,NA,NA,NA,NA
3382,"201402",0,0,0,0,0,NA,1873,NA,48.64,807,NA,18.66,NA,NA,NA,14.98,60,NA,30,8,12,337,14,NA,NA,5,NA,NA,8,NA,807,NA,0.133832912727673,6,243.35,93.37,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,105.48,NA,NA,NA,NA,65.98,1614,NA,NA,NA,30,NA,NA,-0.411786729965823,NA,418,NA,1,596.73,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,NA
3383,"201401",0,14,0,0,0,182.1,4754,31.99,117.96,2000,1428,128.8,1639,172.73,560,47.16,477,4000,181,32,12,3518,61,293.67,1178.4,10,344,723,12,0,2000,261,0.133832912727673,29,589.82,777.74,0,-1,159.98,860,11,0,0,65,12,863.73,0,0,-3,0,347.66,344,235.91,4000,2000,347.66,347.66,64,931,1100,0.534878115446101,0,2926,288.665,0,4804.79,44,-66,-3,1531.62,0,0,26,0,0,1042.98,3983.9,95,0
3384,"201405",1,164,3,1,1,20.87,513,NA,NA,2000,NA,64.39,NA,29.13,110,23.66,NA,500,NA,0,12,NA,0,NA,146.11,0,8,NA,0,0,2000,NA,0.090634138151029,0,NA,422.26,NA,0,NA,140,0,NA,0,NA,0,203.91,0,NA,0,0,NA,110,118.35,3000,2000,NA,125.66,50,127,NA,0.156301087833759,NA,NA,NA,1,554.22,NA,-11,NA,NA,NA,0,27,0,0,NA,NA,NA,0
3385,"201410",0,0,0,0,0,51.98,3344,NA,NA,1790,291,30.98,417,17.12,1952,NA,74,4052,78,43,12,1469,52,104.43,51.98,11,1604,NA,12,5,3052,36,0.133832912727673,9,NA,61.97,7.36,5,NA,79,9,0,16,18,10,119.84,27,0,-1,NA,183.88,371,NA,5948.49,4302.98,183.88,183.88,63,51,NA,0.412255795406189,3.68,836,183.88,0,2969.02,11,-1162,-1,294.85,15.95,0,132,0,1,1287.16,NA,0,1
3386,"201404",0,4,0,0,0,101.24,525,144.98,28.7,960,NA,35.47,NA,NA,NA,67.14,NA,NA,NA,0,12,NA,0,NA,391.49,0,NA,377,0,NA,960,NA,0.090634138151029,0,200.95,248.29,NA,NA,589.1,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,469.98,960,960,NA,NA,45,390,NA,-0.0304781166421273,NA,NA,NA,1,103.98,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA
3387,"201412",0,0,0,0,0,NA,2008,NA,82.75,2000,NA,15.29,NA,NA,802,NA,240,5752.95,47,12,12,1287,13,NA,NA,0,757,NA,0,-120,4952.95,42,0.133832912727673,1,413.88,152.95,NA,-210,NA,NA,0,NA,-28,NA,0,NA,4,1619.54,-301,NA,238.78,473,NA,5800,3352.95,238.78,NA,27,NA,NA,-0.411786729965823,NA,418,238.78,1,1205.16,NA,-5353,-301,NA,0,0,20,0,0,NA,NA,NA,0
3388,"201407",1,0,0,0,0,NA,672,NA,31.74,1000,NA,21.99,NA,86.77,102,NA,NA,NA,NA,0,12,NA,0,NA,NA,0,4,NA,0,8,1000,NA,0.133832912727673,0,222.18,43.98,NA,8,NA,125,0,NA,8,NA,0,127.56,8,NA,8,9.57,NA,102,NA,1300,1300,NA,159.36,50,NA,160.24,0.156301087833759,NA,NA,NA,1,720,NA,NA,NA,NA,NA,0,-62,0,0,NA,204.82,NA,0
3389,"201407",0,21,0,0,0,86.12,601,139.15,109.63,2603.3,NA,NA,NA,100.59,NA,32.79,NA,3000,NA,0,12,NA,0,NA,530.89,0,NA,341,0,NA,NA,NA,0.133832912727673,0,548.16,NA,NA,NA,695.81,502,0,NA,NA,NA,0,503,NA,NA,NA,NA,NA,NA,163.95,NA,NA,NA,NA,39,529,42.34,-0.231735369185606,NA,NA,NA,1,752.74,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,151.44,NA,NA
3390,"201411",0,20,0,0,0,45.97,1113,18.26,13.19,1000,69,21.98,80,NA,NA,NA,NA,1000,NA,0,12,NA,0,23.32,45.97,0,NA,866,1,NA,1000,NA,0.133832912727673,0,65.96,33.97,NA,NA,146.08,NA,8,NA,NA,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,NA,NA,31,45,NA,-0.411786729965823,NA,NA,NA,0,502.19,3,NA,NA,69.98,NA,NA,61,NA,NA,NA,NA,0,NA
3391,"201402",1,9,0,0,0,NA,3710,NA,NA,1500,NA,NA,404,18.8,1685,NA,93,3000,84,53,12,2065,65,NA,NA,11,1320,382,12,28,1500,21,0.133832912727673,12,NA,NA,14.13,6,NA,99,7,0,28,23,8,150.4,28,0,2,0,235.42,374,NA,4500,NA,235.42,235.42,49,NA,NA,0.079926420595367,4.71,836,235.42,0,8400,NA,-6,1,NA,NA,2,494,2,2,706.26,NA,NA,2
3392,"201412",0,0,0,0,0,NA,239,62.66,61.53,300,NA,14.98,NA,NA,162,NA,NA,1300,NA,0,3,NA,0,NA,NA,0,9,NA,0,3,800,NA,0.0571981886428283,0,355.71,14.98,NA,3,313.39,NA,0,3.38,3,NA,0,NA,3,NA,3,0,168.92,162,NA,500,1800,NA,168.92,62,NA,NA,0.357323965312407,NA,NA,NA,1,1694.03,NA,-5,3,NA,NA,0,-17,0,0,168.92,NA,NA,0
3393,"201403",0,16,0,0,0,66.98,3339,NA,NA,1000,NA,NA,82,28.38,NA,NA,51,NA,67,31,6,883,39,NA,299.96,5,NA,280,7,NA,1000,3,0.133832912727673,8,NA,NA,NA,NA,NA,130,4,NA,NA,8,4,131.96,NA,0,NA,NA,NA,NA,NA,1000,1000,NA,NA,54,298,31.38,0.219380082347677,NA,418,NA,0,NA,NA,NA,NA,NA,NA,NA,375,NA,NA,NA,47.31,NA,NA
3394,"201401",1,4,0,0,0,NA,1217,NA,NA,1500,605,NA,1019,NA,667,NA,6,3500,NA,0,12,NA,0,177.5,NA,3,501,717,4,5,1500,4,0.133832912727673,0,NA,NA,0,5,NA,NA,10,0,5,19,12,NA,5,0,5,4.1,204.82,263,NA,5300,1600,210.443333333333,204.82,51,NA,224.59,0.156301087833759,0,NA,221.69,0,NA,18,-82,2,607.79,0,0,763,0,0,204.82,166.97,0,0
3395,"201405",1,0,0,0,0,NA,239,92.24,26.65,439.76,NA,39.07,NA,NA,NA,NA,NA,NA,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,439.76,NA,0.0571981886428283,0,79.97,273.49,NA,NA,342.84,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,439.76,439.76,NA,NA,22,NA,NA,-0.690749137734589,NA,NA,NA,1,52.09,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA
3396,"201405",0,49,0,0,1,92.64,4947,19.99,52.51,2000,935,47.9,312,65.29,732,26.66,143,8000,176,72,12,1965,101,354.85,314.45,10,393,251,12,7,2000,11,0.133832912727673,29,525.1,268.93,12.46,7,39.98,141,11,6.23,9,20,11,144.95,9,0,7,12.46,311.56,374,79.99,8800,5200,311.56,311.56,55,282,342.61,0.219380082347677,18.69,1254,311.56,0,101.75,40,-34,7,955.08,3.81,0,37,0,0,311.56,662.25,7.36,0
3397,"201410",0,0,0,0,0,39.98,1540,NA,45.97,700,433,NA,318,39.55,750,NA,25,3200,13,2,12,256,3,195.07,109.98,12,371,NA,12,-7,1900,10,0.133832912727673,1,97.95,NA,0,-7,NA,75,10,0,1,33,11,91.97,1,0,-9,0,77.08,357,NA,3000,1700,77.08,77.08,72,108,249.91,0.721630021341369,0,418,77.08,0,NA,16,-145,-10,439.84,3.07,0,13,0,0,231.24,226.27,0,0
3398,"201401",1,72,0,1,1,NA,320,NA,NA,1200,NA,NA,NA,NA,277,60.78,NA,1200,NA,0,12,NA,0,NA,NA,0,92,NA,0,5,1200,0,0.090634138151029,0,NA,NA,10.8,5,NA,NA,0,0,5,NA,0,NA,5,NA,1,NA,180.06,277,303.95,3097.14,697.14,180.06,180.06,38,NA,NA,-0.231735369185606,NA,NA,NA,1,NA,NA,-279,1,NA,NA,0,307,0,0,360.12,NA,NA,0
3399,"201401",1,174,3,1,1,NA,192,154.92,230.47,1000,NA,107.66,NA,NA,NA,NA,NA,1000,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,1000,NA,0.0571981886428283,0,739.9,180.98,NA,NA,544.56,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,38,NA,NA,-0.231735369185606,NA,NA,NA,1,448.85,NA,NA,NA,NA,NA,NA,-40,NA,NA,NA,NA,NA,NA
3400,"201404",0,0,0,0,0,39.72,3748,9.99,NA,1200,NA,NA,NA,NA,NA,78.97,NA,NA,9,8,12,201,10,NA,198.14,0,NA,NA,0,NA,1200,NA,0.133832912727673,2,NA,NA,NA,NA,19.99,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,530.05,1200,1200,NA,NA,46,154,NA,-0.016208722718011,NA,NA,NA,1,3790.83,NA,NA,NA,NA,NA,NA,208,NA,NA,NA,NA,NA,NA
3401,"201408",0,0,0,0,0,89.47,2398,NA,29.99,500,312,NA,49,NA,NA,NA,85,500,23,18,10,599,21,156.95,357.88,0,NA,NA,0,NA,2500,5,0.133832912727673,3,29.99,NA,NA,NA,NA,NA,4,NA,NA,2,6,NA,NA,0,NA,NA,NA,NA,NA,500,500,NA,NA,73,357,259.73,0.721630021341369,NA,1254,NA,0,1870.01,4,NA,NA,313.91,NA,NA,21,NA,NA,NA,259.6,0,NA
3402,"201402",0,16,0,0,0,NA,213,90.58,57.48,700,NA,15.99,NA,NA,NA,NA,NA,2000,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,700,NA,0.0571981886428283,0,229.95,15.99,NA,NA,359.11,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1400,NA,NA,NA,29,NA,NA,-0.411786729965823,NA,NA,NA,1,758.44,NA,NA,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,NA
3403,"201406",0,0,0,0,0,95.91,613,104.66,NA,800,NA,NA,NA,32.4,NA,NA,NA,NA,NA,0,12,NA,0,NA,335.6,0,NA,NA,0,NA,800,NA,0.133832912727673,0,NA,NA,NA,NA,452.86,32,0,NA,NA,NA,0,32.4,NA,NA,NA,NA,NA,NA,NA,800,800,NA,NA,74,334,35.3,0.721630021341369,NA,NA,NA,1,1458.03,NA,NA,NA,NA,NA,NA,187,NA,NA,NA,35.3,NA,NA
3404,"201409",0,0,0,0,0,171.48,2027,27.13,NA,400,600,64.47,840,40.3,NA,90.68,403,400,92,18,10,1992,19,205.29,628.77,12,NA,NA,12,NA,400,29,0.133832912727673,1,NA,254.9,NA,NA,189.96,100,12,NA,NA,26,12,101.92,NA,215.94,NA,NA,NA,NA,379.89,NA,400,NA,NA,42,622,336.5,-0.0737564789495467,NA,4598,NA,0,2839.24,30,NA,NA,609.4,NA,NA,117,NA,NA,NA,293.6,0,NA
3405,"201406",0,NA,NA,NA,NA,NA,NA,NA,NA,2296.83,NA,NA,NA,NA,96,NA,NA,NA,NA,0,12,NA,0,NA,NA,0,49,NA,0,0,2296.83,NA,0.133832912727673,0,NA,NA,NA,0,NA,NA,0,NA,0,NA,0,NA,0,NA,0,0,NA,96,NA,4357.83,4357.83,NA,431.39,54,NA,NA,0.219380082347677,NA,NA,NA,1,2280,NA,-59,NA,NA,NA,0,NA,0,0,NA,NA,NA,0
3406,"201405",0,46,0,0,1,NA,1681,84.77,58.77,1300,308,NA,633,20.33,1200,NA,117,3100,28,7,12,637,8,92.02,NA,11,835,571,11,-1,1300,0,0.133832912727673,1,293.86,NA,0,-3,423.88,54,12,0,31,17,12,60.99,31,269.91,-3,0,136.87,407,NA,6390.75,4738.15,136.87,136.87,60,NA,110.57,0.357323965312407,2.74,836,136.87,0,1037.02,11,-87,-3,428.06,6.9,1,7,1,4,410.61,950.45,117.67,4
3407,"201405",0,0,0,0,0,91.47,454,NA,NA,2000,NA,NA,NA,NA,398,NA,NA,1200,NA,0,12,NA,0,NA,182.95,0,4,NA,0,30,2000,0,0.090634138151029,0,NA,NA,9.18,30,NA,NA,0,4.59,30,NA,0,NA,30,NA,30,13.77,229.65,398,NA,2000,NA,229.65,229.65,55,182,NA,0.219380082347677,0,NA,229.65,1,NA,NA,-14,30,NA,0,4,454,4,4,459.3,NA,NA,4
3408,"201403",1,177,3,6,1,NA,2103,NA,16.9,890,2388,NA,1285,139.39,1044,NA,420,350,133,20,12,4411,21,707.74,NA,10,967,199,12,-3,1240,10,0.133832912727673,1,118.3,NA,NA,-3,NA,471,11,NA,27,29,12,636.94,27,474.85,-3,0,NA,53,NA,4842.96,890,NA,165.91,58,NA,1074.5,0.357323965312407,NA,3344,NA,0,3563.4,55,-9,NA,2789.81,3.27,0,19,0,1,NA,2483.04,387.6,1
3409,"201410",1,16,0,0,0,NA,737,NA,NA,600,77,40.18,NA,50.97,NA,NA,NA,NA,NA,0,7,NA,0,38.98,NA,0,NA,NA,0,NA,1200,NA,0.133832912727673,0,NA,161.96,NA,NA,NA,101,0,NA,NA,NA,1,101.95,NA,NA,NA,NA,NA,NA,NA,NA,600,NA,NA,24,NA,202.26,-0.411786729965823,NA,NA,NA,1,1038.72,2,NA,NA,77.97,NA,NA,124,NA,NA,NA,156.38,0,NA
3410,"201409",0,0,0,0,0,NA,192,41.64,NA,2000,NA,NA,NA,NA,NA,NA,NA,2000,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,4000,NA,0.0571981886428283,0,NA,NA,NA,NA,291.48,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,NA,NA,64,NA,NA,0.534878115446101,NA,NA,NA,1,1487.8,NA,NA,NA,NA,NA,NA,192,NA,NA,NA,NA,NA,NA
3411,"201401",0,166,3,1,1,NA,351,NA,47.92,700,NA,NA,NA,NA,NA,30.65,NA,700,NA,0,12,NA,0,NA,NA,0,NA,NA,0,NA,700,NA,0.090634138151029,0,235.49,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,91.96,1400,NA,NA,NA,33,NA,NA,-0.354107585360257,NA,NA,NA,1,214.51,NA,NA,NA,NA,NA,NA,-70,NA,NA,NA,NA,NA,NA
3412,"201403",0,0,0,0,0,25.45,319,28.45,13.33,3000,NA,NA,NA,NA,NA,NA,NA,3000,NA,0,12,NA,0,NA,203.6,0,NA,NA,0,NA,3000,NA,0.090634138151029,0,39.99,NA,NA,NA,199.15,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3000,3000,NA,NA,44,135,NA,-0.059298901120992,NA,NA,NA,1,1158.71,NA,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA
3413,"201402",0,0,0,0,0,33.46,1720,56.42,54.14,1000,224,9.99,662,109.75,NA,28.4,185,1000,29,8,10,457,9,64.25,111.95,12,NA,NA,12,NA,1000,110,0.133832912727673,1,250.9,29.99,NA,NA,236.92,380,11,NA,NA,43,12,385.82,NA,200,NA,NA,NA,NA,72.14,2000,NA,NA,NA,68,108,251.6,0.648196909605187,NA,836,NA,0,4676.6,18,NA,NA,228.34,NA,NA,66,NA,NA,NA,388.8,0,NA
3414,"201411",0,0,0,0,0,NA,342,NA,79.67,700,NA,47.98,NA,NA,NA,77.51,NA,NA,NA,0,10,NA,0,NA,NA,0,NA,NA,0,NA,700,NA,0.090634138151029,0,324.34,95.96,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,323.14,NA,700,NA,NA,24,NA,NA,-0.411786729965823,NA,NA,NA,1,437.7,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA
3415,"201404",1,178,3,1,2,116.85,902,NA,NA,1200,387,NA,NA,73.27,NA,NA,4,NA,NA,0,12,NA,0,110.15,116.85,0,NA,145,0,NA,1200,3,0.133832912727673,0,NA,NA,NA,NA,NA,266,4,NA,NA,NA,5,267.34,NA,0,NA,NA,NA,NA,NA,1200,1200,NA,NA,45,116,335.9,-0.0304781166421273,NA,NA,NA,1,NA,16,NA,NA,462.21,NA,NA,481,NA,NA,NA,375,72.41,NA
3416,"201403",0,0,0,0,0,95.69,795,NA,24.65,600,61,NA,NA,NA,NA,NA,NA,NA,NA,0,8,NA,0,30.98,491.23,0,NA,NA,0,NA,600,NA,0.133832912727673,0,73.96,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,600,600,NA,NA,48,372,NA,0.079926420595367,NA,NA,NA,0,NA,2,NA,NA,61.97,NA,NA,35,NA,NA,NA,NA,0,NA
3417,"201408",0,11,0,0,0,26.47,1794,23.48,NA,1000,254,37.97,206,NA,1721,NA,122,2600,18,7,12,285,9,75.07,69.96,11,1560,802,11,10,3600,34,0.133832912727673,2,NA,159.92,2.58,10,46.98,NA,11,2.58,10,13,12,NA,16,0,10,2.58,128.83,334,NA,5573.57,3300,128.83,128.83,62,67,98.05,0.357323965312407,2.58,418,123.98,0,1696.97,22,-79,9,259.88,0,0,91,0,0,644.15,66.16,0,0
3418,"201408",0,28,0,0,0,29.4,772,14.99,34.98,1000,161,182.62,NA,NA,NA,16.66,NA,NA,NA,0,12,NA,0,32.38,86.98,0,NA,688,0,NA,2000,NA,0.133832912727673,0,34.98,613.88,NA,NA,29.99,NA,0,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,49.98,1000,1000,NA,NA,40,86,217.48,-0.133343746407103,NA,NA,NA,1,376.74,10,NA,NA,161.93,NA,NA,3,NA,NA,NA,227.95,0,NA
